TimeStamp,X,Y,Z
16:55:19.742,-12,3,-1
16:55:19.742,-5,2,-3
16:55:19.742,-3,0,0
16:55:19.742,-7,2,-1
16:55:19.742,-5,2,0
16:55:19.742,2,2,0
16:55:19.742,-3,4,0
16:55:19.742,-7,4,-1
16:55:19.742,-4,0,-2
16:55:19.742,-3,0,-1
16:55:19.742,-10,-1,-1
16:55:19.742,-8,6,-1
16:55:19.742,-9,5,-1
16:55:19.743,1,1,1
16:55:19.743,-4,1,0
16:55:19.743,-8,5,0
16:55:19.743,-8,4,0
16:55:19.743,-10,3,-1
16:55:19.743,-7,0,-1
16:55:19.743,-2,2,-1
16:55:19.743,-4,-3,-1
16:55:19.743,-7,1,-1
16:55:19.743,-9,4,-2
16:55:19.743,-8,4,-2
16:55:19.743,-7,1,1
16:55:19.743,-5,-2,-1
16:55:19.743,-7,3,-1
16:55:19.743,-4,-1,0
16:55:19.743,-1,-1,0
16:55:19.743,-6,3,-1
16:55:19.743,-4,1,-1
16:55:19.743,-4,2,-1
16:55:19.775,-11,4,-2
16:55:19.775,-3,1,-1
16:55:19.775,-13,0,-1
16:55:19.775,-4,4,1
16:55:19.775,-4,-2,0
16:55:19.775,-7,3,0
16:55:19.775,-4,5,-2
16:55:19.775,-4,4,0
16:55:19.775,-6,3,0
16:55:19.775,-5,2,0
16:55:19.775,-7,1,0
16:55:19.775,-5,2,0
16:55:19.775,-3,-1,0
16:55:19.775,-8,3,-1
16:55:19.775,-11,2,-1
16:55:19.775,-3,0,0
16:55:19.775,-7,-2,-1
16:55:19.775,-12,2,-1
16:55:19.775,-9,1,-2
16:55:19.775,-4,2,-1
16:55:19.775,0,-1,-1
16:55:19.775,-3,2,1
16:55:19.775,-6,1,0
16:55:19.775,-4,-3,0
16:55:19.775,-8,3,0
16:55:19.775,-8,5,-1
16:55:19.775,-7,0,-2
16:55:19.775,-2,-4,-1
16:55:19.775,-6,1,-1
16:55:19.775,-1,3,1
16:55:19.775,-5,1,-1
16:55:19.775,-6,1,0
16:55:19.775,-8,4,-1
