Millis, X Accel, Y Accel, Z Accel
99,0.89591,0.033694,0.4562
99,0.87586,0.033694,0.44616
100,0.88589,0.023711,0.44616
100,0.87586,0.033694,0.44616
101,0.89591,0.033694,0.4562
101,0.88589,0.013727,0.43612
102,0.88589,0.023711,0.42608
102,0.89591,0.033694,0.4562
103,0.88589,0.033694,0.44616
104,0.88589,0.033694,0.44616
104,0.90594,0.033694,0.4562
105,0.87586,0.033694,0.44616
105,0.89591,0.033694,0.46624
106,0.88589,0.033694,0.4562
106,0.89591,0.033694,0.44616
107,0.89591,0.023711,0.44616
107,0.88589,0.023711,0.44616
108,0.89591,0.023711,0.44616
108,0.88589,0.043678,0.48632
109,0.89591,0.033694,0.4562
110,0.90594,0.023711,0.4562
110,0.89591,0.033694,0.4562
111,0.88589,0.033694,0.44616
111,0.87586,0.043678,0.46624
112,0.88589,0.033694,0.48632
112,0.89591,0.043678,0.43612
113,0.88589,0.033694,0.44616
113,0.88589,0.033694,0.4562
114,0.90594,0.033694,0.44616
115,0.88589,0.023711,0.4562
115,0.88589,0.033694,0.44616
116,0.89591,0.013727,0.4562
116,0.88589,0.023711,0.44616
117,0.88589,0.033694,0.4562
117,0.88589,0.033694,0.4562
118,0.88589,0.023711,0.4562
118,0.88589,0.033694,0.44616
119,0.90594,0.033694,0.46624
120,0.88589,0.033694,0.44616
120,0.86583,0.023711,0.46624
121,0.89591,0.033694,0.4562
121,0.88589,0.023711,0.4562
122,0.88589,0.033694,0.44616
122,0.89591,0.033694,0.4562
123,0.88589,0.033694,0.44616
123,0.89591,0.023711,0.44616
124,0.88589,0.023711,0.44616
125,0.89591,0.033694,0.44616
125,0.88589,0.023711,0.4562
126,0.87586,0.033694,0.49636
126,0.88589,0.033694,0.44616
127,0.88589,0.023711,0.4562
127,0.89591,0.033694,0.44616
128,0.89591,0.033694,0.44616
128,0.89591,0.033694,0.44616
129,0.88589,0.033694,0.46624
129,0.89591,0.043678,0.44616
130,0.90594,0.033694,0.4562
131,0.88589,0.063645,0.4562
131,0.88589,0.033694,0.43612
132,0.88589,0.033694,0.44616
132,0.89591,0.033694,0.44616
133,0.90594,0.033694,0.44616
133,0.90594,0.033694,0.4562
134,0.88589,0.033694,0.44616
134,0.89591,0.023711,0.43612
135,0.86583,0.023711,0.44616
136,0.88589,0.013727,0.44616
136,0.88589,0.023711,0.44616
137,0.89591,0.033694,0.43612
137,0.89591,0.023711,0.4562
138,0.89591,0.023711,0.44616
138,0.89591,0.033694,0.44616
139,0.88589,0.033694,0.4562
139,0.89591,0.033694,0.44616
140,0.88589,0.033694,0.44616
141,0.89591,0.013727,0.44616
141,0.89591,0.043678,0.44616
142,0.90594,0.033694,0.4562
142,0.89591,0.043678,0.46624
143,0.89591,0.033694,0.4562
143,0.88589,0.043678,0.46624
144,0.89591,0.023711,0.4562
144,0.87586,0.023711,0.44616
145,0.89591,0.033694,0.44616
146,0.89591,0.033694,0.44616
146,0.89591,0.033694,0.4562
147,0.94605,0.023711,0.44616
147,0.89591,0.033694,0.44616
148,0.89591,0.033694,0.44616
148,0.90594,0.033694,0.44616
149,0.90594,0.023711,0.4562
149,0.88589,0.023711,0.44616
150,0.89591,0.023711,0.4562
151,0.88589,0.023711,0.44616
151,0.89591,0.033694,0.43612
152,0.87586,0.023711,0.46624
152,0.89591,0.023711,0.44616
153,0.90594,0.033694,0.4562
153,0.89591,0.033694,0.4562
154,0.88589,0.033694,0.44616
154,0.89591,0.043678,0.44616
155,0.89591,0.023711,0.46624
155,0.88589,0.023711,0.4562
156,0.88589,0.033694,0.43612
157,0.90594,0.033694,0.4562
157,0.88589,0.033694,0.44616
158,0.88589,0.033694,0.44616
158,0.88589,0.023711,0.4562
159,0.88589,0.033694,0.4562
159,0.89591,0.033694,0.42608
160,0.88589,0.033694,0.43612
160,0.89591,0.033694,0.46624
161,0.88589,0.023711,0.44616
162,0.89591,0.033694,0.4562
162,0.88589,0.043678,0.44616
163,0.88589,0.023711,0.44616
163,0.90594,0.033694,0.4562
164,0.88589,0.023711,0.4562
164,0.88589,0.033694,0.44616
165,0.89591,0.033694,0.4562
165,0.88589,0.033694,0.4562
166,0.89591,0.033694,0.43612
167,0.88589,0.033694,0.44616
167,0.88589,0.033694,0.44616
168,0.89591,0.033694,0.4562
168,0.88589,0.023711,0.44616
169,0.88589,0.033694,0.44616
169,0.88589,0.023711,0.4562
170,0.88589,0.023711,0.4562
170,0.88589,0.043678,0.4562
171,0.89591,0.033694,0.4562
172,0.89591,0.033694,0.4562
172,0.88589,0.033694,0.4562
173,0.89591,0.023711,0.4562
173,0.86583,0.033694,0.46624
174,0.89591,0.033694,0.48632
174,0.89591,0.023711,0.4562
175,0.89591,0.043678,0.46624
175,0.88589,0.033694,0.44616
176,0.89591,0.033694,0.4562
176,0.88589,0.033694,0.46624
177,0.88589,0.033694,0.44616
178,0.88589,0.023711,0.4562
178,0.89591,0.033694,0.46624
179,0.88589,0.033694,0.44616
179,0.89591,0.023711,0.40599
180,0.88589,0.033694,0.44616
180,0.89591,0.033694,0.43612
181,0.8558,0.033694,0.46624
181,0.86583,0.033694,0.44616
182,0.89591,0.033694,0.44616
183,0.88589,0.033694,0.4562
183,0.88589,0.033694,0.44616
184,0.89591,0.023711,0.4562
184,0.88589,0.033694,0.46624
185,0.88589,0.023711,0.46624
185,0.89591,0.043678,0.4562
186,0.87586,0.033694,0.4562
186,0.89591,0.033694,0.4562
187,0.88589,0.033694,0.44616
188,0.89591,0.023711,0.4562
188,0.89591,0.033694,0.4562
189,0.90594,0.033694,0.4562
189,0.89591,0.023711,0.44616
190,0.89591,0.033694,0.46624
190,0.88589,0.033694,0.44616
191,0.91597,0.033694,0.4562
191,0.87586,0.033694,0.46624
192,0.89591,0.033694,0.4562
193,0.89591,0.033694,0.4562
193,0.87586,0.033694,0.44616
194,0.89591,0.023711,0.46624
194,0.88589,0.033694,0.44616
195,0.87586,0.023711,0.4562
195,0.89591,0.023711,0.46624
196,0.89591,0.033694,0.43612
196,0.89591,0.023711,0.4562
197,0.87586,0.033694,0.44616
198,0.88589,0.023711,0.44616
198,0.88589,0.033694,0.4562
199,0.88589,0.033694,0.44616
199,0.88589,0.043678,0.4562
200,0.89591,0.033694,0.4562
200,0.88589,0.023711,0.4562
201,0.89591,0.023711,0.44616
201,0.89591,0.023711,0.4562
202,0.88589,0.033694,0.44616
202,0.88589,0.033694,0.4562
203,0.91597,0.023711,0.4562
204,0.88589,0.043678,0.43612
204,0.90594,0.013727,0.44616
205,0.90594,0.033694,0.44616
205,0.88589,0.033694,0.4562
206,0.89591,0.033694,0.43612
206,0.84578,0.023711,0.4562
207,0.88589,0.033694,0.4562
207,0.89591,0.033694,0.43612
208,0.88589,0.023711,0.46624
209,0.88589,0.023711,0.46624
209,0.88589,0.033694,0.4562
210,0.89591,0.033694,0.4562
210,0.88589,0.033694,0.44616
211,0.88589,0.033694,0.46624
211,0.90594,0.023711,0.4562
212,0.88589,0.033694,0.43612
212,0.89591,0.033694,0.4562
213,0.89591,0.023711,0.4562
214,0.89591,0.033694,0.43612
214,0.88589,0.023711,0.4562
215,0.88589,0.033694,0.44616
215,0.89591,0.033694,0.44616
216,0.88589,0.023711,0.46624
216,0.88589,0.023711,0.4562
217,0.88589,0.043678,0.46624
217,0.88589,0.033694,0.44616
218,0.87586,0.033694,0.4562
219,0.87586,0.023711,0.44616
219,0.89591,0.033694,0.4562
220,0.89591,0.033694,0.44616
220,0.89591,0.033694,0.44616
221,0.88589,0.033694,0.46624
221,0.88589,0.033694,0.47628
222,0.88589,0.043678,0.43612
222,0.88589,0.033694,0.4562
223,0.89591,0.043678,0.44616
224,0.89591,0.033694,0.4562
224,0.89591,0.033694,0.46624
225,0.88589,0.033694,0.44616
225,0.89591,0.033694,0.46624
226,0.88589,0.033694,0.44616
226,0.88589,0.013727,0.44616
227,0.89591,0.033694,0.44616
227,0.89591,0.023711,0.4562
228,0.87586,0.033694,0.44616
228,0.88589,0.033694,0.44616
229,0.8558,0.033694,0.4562
230,0.88589,0.033694,0.44616
230,0.88589,0.043678,0.44616
231,0.89591,0.033694,0.43612
231,0.89591,0.033694,0.44616
232,0.89591,0.043678,0.4562
232,0.89591,0.033694,0.4562
233,0.89591,0.033694,0.47628
233,0.89591,0.023711,0.4562
234,0.88589,0.033694,0.44616
235,0.89591,0.033694,0.4562
235,0.89591,0.033694,0.44616
236,0.89591,0.033694,0.44616
236,0.88589,0.033694,0.4562
237,0.89591,0.033694,0.44616
237,0.89591,0.033694,0.42608
238,0.89591,0.033694,0.43612
238,0.91597,0.033694,0.43612
239,0.88589,0.023711,0.44616
240,0.88589,0.033694,0.44616
240,0.88589,0.033694,0.43612
241,0.88589,0.023711,0.4562
241,0.89591,0.043678,0.44616
242,0.89591,0.033694,0.44616
242,0.89591,0.033694,0.44616
243,0.87586,0.033694,0.44616
243,0.88589,0.023711,0.44616
244,0.87586,0.033694,0.44616
245,0.88589,0.033694,0.41603
245,0.89591,0.043678,0.4562
246,0.89591,0.033694,0.44616
246,0.89591,0.033694,0.4562
247,0.89591,0.023711,0.44616
247,0.89591,0.033694,0.46624
248,0.88589,0.033694,0.4562
248,0.88589,0.043678,0.44616
249,0.90594,0.043678,0.46624
249,0.88589,0.033694,0.4562
250,0.89591,0.033694,0.4562
251,0.88589,0.043678,0.44616
251,0.88589,0.023711,0.46624
252,0.89591,0.033694,0.4562
252,0.88589,0.033694,0.4562
253,0.90594,0.033694,0.4562
253,0.87586,0.053661,0.4562
254,0.89591,0.033694,0.4562
254,0.89591,0.033694,0.4562
255,0.90594,0.033694,0.4562
256,0.89591,0.023711,0.46624
256,0.87586,0.033694,0.44616
257,0.89591,0.033694,0.44616
257,0.89591,0.033694,0.4562
258,0.89591,0.043678,0.46624
258,0.89591,0.033694,0.4562
259,0.88589,0.033694,0.4562
259,0.88589,0.013727,0.44616
260,0.88589,0.033694,0.4562
261,0.88589,0.033694,0.44616
261,0.88589,0.023711,0.4562
262,0.89591,0.033694,0.44616
262,0.88589,0.023711,0.4562
263,0.88589,0.033694,0.4562
263,0.89591,0.013727,0.44616
264,0.88589,0.023711,0.44616
264,0.88589,0.043678,0.44616
265,0.89591,0.023711,0.4562
266,0.88589,0.053661,0.44616
266,0.89591,0.033694,0.44616
267,0.88589,0.033694,0.4562
267,0.89591,0.033694,0.44616
268,0.88589,0.033694,0.44616
268,0.90594,0.033694,0.43612
269,0.89591,0.023711,0.44616
269,0.88589,0.023711,0.4562
270,0.89591,0.033694,0.46624
271,0.89591,0.013727,0.44616
271,0.88589,0.033694,0.44616
272,0.89591,0.023711,0.44616
272,0.89591,0.033694,0.44616
273,0.88589,0.033694,0.44616
273,0.90594,0.023711,0.46624
274,0.88589,0.033694,0.44616
274,0.89591,0.023711,0.44616
275,0.89591,0.033694,0.44616
275,0.89591,0.033694,0.43612
276,0.89591,0.023711,0.44616
277,0.88589,0.023711,0.43612
277,0.88589,0.033694,0.43612
278,0.89591,0.023711,0.44616
278,0.89591,0.023711,0.46624
279,0.88589,0.023711,0.43612
279,0.89591,0.033694,0.42608
280,0.89591,0.023711,0.44616
280,0.89591,0.033694,0.44616
281,0.88589,0.013727,0.44616
282,0.88589,0.023711,0.4562
282,0.89591,0.023711,0.4562
283,0.90594,0.033694,0.4562
283,0.90594,0.033694,0.48632
284,0.88589,0.033694,0.44616
284,0.88589,0.033694,0.44616
285,0.89591,0.023711,0.44616
285,0.89591,0.0037438,0.4562
286,0.88589,0.043678,0.43612
287,0.88589,0.033694,0.4562
287,0.88589,0.023711,0.44616
288,0.88589,0.033694,0.4562
288,0.87586,0.043678,0.4562
289,0.88589,0.033694,0.44616
289,0.89591,0.043678,0.43612
290,0.88589,0.023711,0.44616
290,0.88589,0.033694,0.44616
291,0.89591,0.033694,0.44616
292,0.89591,0.033694,0.4562
292,0.89591,0.013727,0.4562
293,0.89591,0.033694,0.4562
293,0.88589,0.043678,0.44616
294,0.89591,0.033694,0.44616
294,0.90594,0.063645,0.44616
295,0.90594,0.023711,0.43612
295,0.89591,0.023711,0.4562
296,0.87586,0.033694,0.44616
297,0.88589,0.023711,0.43612
297,0.88589,0.033694,0.4562
298,0.89591,0.033694,0.44616
298,0.89591,0.023711,0.4562
299,0.89591,0.023711,0.4562
299,0.88589,0.033694,0.4562
300,0.88589,0.043678,0.4562
300,0.87586,0.033694,0.44616
301,0.87586,0.053661,0.4562
301,0.88589,0.023711,0.44616
302,0.89591,0.023711,0.4562
303,0.88589,0.033694,0.44616
303,0.89591,0.033694,0.4562
304,0.89591,0.033694,0.4562
304,0.88589,0.033694,0.43612
305,0.89591,0.033694,0.44616
305,0.89591,0.033694,0.44616
306,0.90594,0.033694,0.44616
306,0.88589,0.043678,0.44616
307,0.88589,0.033694,0.44616
308,0.90594,0.033694,0.44616
308,0.88589,0.033694,0.4562
309,0.88589,0.033694,0.4562
309,0.89591,0.033694,0.4562
310,0.89591,0.033694,0.4562
310,0.88589,0.023711,0.46624
311,0.89591,0.023711,0.44616
311,0.89591,0.023711,0.43612
312,0.88589,0.023711,0.4562
313,0.89591,0.023711,0.4562
313,0.90594,0.033694,0.4562
314,0.88589,0.033694,0.44616
314,0.89591,0.033694,0.4562
315,0.87586,0.023711,0.44616
315,0.88589,0.023711,0.42608
316,0.90594,0.033694,0.43612
316,0.89591,0.043678,0.44616
317,0.89591,0.033694,0.46624
318,0.88589,0.033694,0.4562
318,0.89591,0.033694,0.44616
319,0.89591,0.023711,0.44616
319,0.87586,0.033694,0.4562
320,0.88589,0.033694,0.44616
320,0.89591,0.033694,0.44616
321,0.88589,0.033694,0.44616
321,0.89591,0.033694,0.41603
322,0.88589,0.033694,0.4562
322,0.88589,0.033694,0.44616
323,0.89591,0.033694,0.4562
324,0.88589,0.073629,0.44616
324,0.88589,0.033694,0.4562
325,0.87586,0.023711,0.4562
325,0.89591,0.033694,0.4562
326,0.88589,0.033694,0.44616
326,0.88589,0.023711,0.4562
327,0.88589,0.033694,0.44616
327,0.89591,0.023711,0.4562
328,0.89591,0.033694,0.4562
329,0.88589,0.033694,0.44616
329,0.86583,0.033694,0.41603
330,0.89591,0.033694,0.44616
330,0.88589,0.033694,0.44616
331,0.96611,0.0037438,0.4562
331,0.89591,0.023711,0.4562
332,0.88589,0.023711,0.4562
332,0.88589,0.033694,0.43612
333,0.88589,0.033694,0.44616
334,0.90594,0.033694,0.4562
334,0.89591,0.033694,0.43612
335,0.88589,0.023711,0.44616
335,0.88589,-0.0062397,0.4562
336,0.88589,0.033694,0.4562
336,0.88589,0.043678,0.44616
337,0.89591,0.033694,0.4562
337,0.88589,0.033694,0.4562
338,0.89591,0.043678,0.4562
339,0.89591,0.033694,0.46624
339,0.88589,0.033694,0.44616
340,0.90594,0.033694,0.44616
340,0.90594,0.043678,0.44616
341,0.90594,0.023711,0.4562
341,0.88589,0.023711,0.4562
342,0.89591,0.023711,0.41603
342,0.90594,0.033694,0.4562
343,0.87586,0.023711,0.4562
344,0.88589,0.023711,0.41603
344,0.89591,0.033694,0.4562
345,0.89591,0.033694,0.44616
345,0.89591,0.023711,0.4562
346,0.88589,0.033694,0.44616
346,0.88589,0.033694,0.44616
347,0.89591,0.023711,0.46624
347,0.88589,0.033694,0.43612
348,0.89591,0.033694,0.44616
348,0.88589,0.033694,0.44616
349,0.926,0.023711,0.44616
350,0.89591,0.023711,0.46624
350,0.88589,0.033694,0.44616
351,0.89591,0.033694,0.44616
351,0.88589,0.023711,0.42608
352,0.88589,0.033694,0.44616
352,0.89591,0.033694,0.44616
353,0.90594,0.033694,0.44616
353,0.89591,0.033694,0.44616
354,0.89591,0.043678,0.4562
355,0.88589,0.023711,0.43612
355,0.89591,0.033694,0.43612
356,0.89591,0.033694,0.43612
356,0.89591,0.023711,0.44616
357,0.89591,0.033694,0.44616
357,0.90594,0.033694,0.4562
358,0.89591,0.033694,0.4562
358,0.89591,0.023711,0.44616
359,0.89591,0.033694,0.44616
360,0.89591,0.033694,0.44616
360,0.89591,0.043678,0.4562
361,0.88589,0.033694,0.4562
361,0.90594,0.033694,0.4562
362,0.88589,0.033694,0.44616
362,0.89591,0.033694,0.44616
363,0.89591,0.033694,0.4562
363,0.89591,0.033694,0.43612
364,0.89591,0.033694,0.4562
365,0.88589,0.033694,0.44616
365,0.86583,0.033694,0.44616
366,0.90594,0.033694,0.44616
366,0.89591,0.023711,0.44616
367,0.88589,0.033694,0.44616
367,0.88589,0.023711,0.47628
368,0.88589,0.023711,0.43612
368,0.89591,0.033694,0.44616
369,0.89591,0.033694,0.44616
369,0.88589,0.033694,0.4562
370,0.89591,0.033694,0.4562
371,0.88589,0.033694,0.44616
371,0.88589,0.023711,0.4562
372,0.88589,0.033694,0.4562
372,0.89591,0.033694,0.4562
373,0.89591,0.023711,0.44616
373,0.89591,0.033694,0.44616
374,0.88589,0.033694,0.44616
374,0.88589,0.033694,0.44616
375,0.88589,0.033694,0.44616
376,0.88589,0.033694,0.4562
376,0.89591,0.043678,0.44616
377,0.89591,0.023711,0.4562
377,0.88589,0.043678,0.47628
378,0.88589,0.043678,0.44616
378,0.89591,0.023711,0.4562
379,0.89591,0.033694,0.46624
379,0.89591,0.033694,0.44616
380,0.88589,0.033694,0.46624
381,0.87586,0.033694,0.4562
381,0.89591,0.033694,0.44616
382,0.87586,0.023711,0.4562
382,0.89591,0.033694,0.47628
383,0.89591,0.023711,0.4562
383,0.88589,0.043678,0.44616
384,0.88589,0.043678,0.4562
384,0.87586,0.053661,0.4562
385,0.87586,0.023711,0.44616
386,0.88589,0.033694,0.4562
386,0.88589,0.023711,0.4562
387,0.86583,0.013727,0.4562
387,0.88589,0.033694,0.4562
388,0.88589,0.033694,0.4562
388,0.88589,0.023711,0.4562
389,0.88589,0.023711,0.4562
389,0.75553,0.033694,0.56664
390,0.84578,0.11356,0.61685
391,1.0263,-0.0062397,0.33571
391,0.98616,0.063645,0.22526
392,0.86583,0.063645,0.4562
392,0.83575,0.0037438,0.63693
393,0.77558,0.11356,0.62689
393,0.90594,0.033694,0.51644
394,0.97613,0.063645,0.35579
394,0.83575,0.043678,0.24534
395,0.77558,0.013727,0.46624
395,0.89591,0.013727,0.65701
396,0.94605,0.043678,0.37587
397,0.80567,0.063645,0.32567
397,0.82572,-0.046174,0.59677
398,0.91597,-0.016223,0.56664
398,0.926,0.12355,0.32567
399,0.96611,0.093596,0.37587
399,0.926,0.013727,0.48632
400,0.83575,0.0037438,0.44616
400,0.86583,0.0037438,0.53652
401,0.98616,0.0037438,0.61685
402,0.88589,0.013727,0.41603
402,0.81569,0.0037438,0.34575
403,0.95608,0.013727,0.48632
403,0.95608,0.083612,0.41603
404,0.84578,0.043678,0.36583
404,0.8558,-0.076124,0.58673
405,0.94605,-0.03619,0.58673
405,0.89591,0.053661,0.36583
406,0.90594,0.063645,0.38591
407,0.94605,0.0037438,0.48632
407,0.87586,0.043678,0.41603
408,0.84578,0.033694,0.42608
408,0.90594,-0.026207,0.5566
409,0.87586,-0.016223,0.51644
409,0.82572,0.013727,0.40599
410,0.926,0.043678,0.44616
410,0.93602,0.083612,0.41603
411,0.84578,0.053661,0.36583
412,0.8558,0.0037438,0.49636
412,0.94605,0.023711,0.53652
413,0.90594,0.083612,0.38591
413,0.8558,0.023711,0.39595
414,0.91597,0.033694,0.5064
414,0.926,0.063645,0.41603
415,0.86583,0.043678,0.37587
415,0.86583,-0.016223,0.51644
416,0.89591,-0.0062397,0.52648
417,0.86583,0.023711,0.41603
417,0.90594,0.013727,0.41603
418,0.926,0.0037438,0.47628
418,0.87586,0.0037438,0.43612
419,0.89591,-0.0062397,0.46624
419,0.93602,-0.0062397,0.5064
420,0.89591,0.063645,0.44616
420,0.87586,0.043678,0.44616
421,0.93602,0.053661,0.48632
421,0.93602,0.083612,0.42608
422,0.90594,0.043678,0.38591
423,0.88589,0.0037438,0.48632
423,0.91597,0.023711,0.47628
424,0.90594,0.053661,0.43612
424,0.90594,0.043678,0.43612
425,0.926,0.033694,0.47628
425,0.926,0.033694,0.46624
426,0.91597,0.043678,0.4562
426,0.91597,0.023711,0.48632
427,0.87586,0.013727,0.49636
428,0.86583,0.033694,0.4562
428,0.89591,0.053661,0.42608
429,0.89591,0.063645,0.44616
429,0.86583,0.053661,0.41603
430,0.87586,0.033694,0.44616
430,0.88589,0.033694,0.4562
431,0.95608,0.043678,0.42608
431,0.86583,0.043678,0.43612
432,0.88589,0.043678,0.46624
433,0.89591,0.043678,0.43612
433,0.90594,0.043678,0.41603
434,0.88589,0.043678,0.46624
434,0.89591,0.023711,0.47628
435,0.88589,0.033694,0.44616
435,0.88589,0.043678,0.43612
436,0.89591,0.033694,0.46624
436,0.86583,0.033694,0.48632
437,0.88589,0.033694,0.44616
438,0.88589,0.053661,0.4562
438,0.87586,0.053661,0.44616
439,0.87586,0.033694,0.46624
439,0.88589,0.043678,0.46624
440,0.91597,0.043678,0.4562
440,0.89591,0.033694,0.46624
441,0.88589,0.023711,0.46624
441,0.89591,0.033694,0.46624
442,0.90594,0.053661,0.43612
442,0.89591,0.043678,0.4562
443,0.88589,0.013727,0.48632
444,0.88589,0.023711,0.48632
444,0.90594,0.023711,0.4562
445,0.89591,0.043678,0.44616
445,0.88589,0.023711,0.4562
446,0.88589,-0.016223,0.4562
446,0.89591,0.013727,0.44616
447,0.89591,0.013727,0.44616
447,0.87586,0.023711,0.46624
448,0.87586,0.013727,0.4562
449,0.88589,0.013727,0.44616
449,0.87586,0.023711,0.44616
450,0.86583,0.033694,0.44616
450,0.86583,0.023711,0.46624
451,0.86583,0.043678,0.44616
451,0.87586,0.033694,0.43612
