TimeStamp,X,Y,Z
15:50:26.408,6,4,0
15:50:26.408,2,0,1
15:50:26.408,-4,2,1
15:50:26.408,2,1,1
15:50:26.408,-1,0,0
15:50:26.408,-1,1,0
15:50:26.408,0,7,-1
15:50:26.408,2,5,-1
15:50:26.408,2,0,0
15:50:26.408,1,3,0
15:50:26.408,1,2,0
15:50:26.408,0,1,0
15:50:26.408,3,-1,0
15:50:26.408,5,4,-2
15:50:26.408,3,1,-3
15:50:26.408,-1,1,0
15:50:26.408,-5,4,0
15:50:26.408,0,5,-2
15:50:26.408,1,3,0
15:50:26.408,-1,1,1
15:50:26.408,0,3,3
15:50:26.408,4,-1,1
15:50:26.408,3,0,-1
15:50:26.408,1,2,1
15:50:26.408,1,0,0
15:50:26.408,3,2,-1
15:50:26.408,-7,0,-1
15:50:26.408,0,1,-2
15:50:26.408,0,0,0
15:50:26.408,3,-1,0
15:50:26.408,0,-1,1
15:50:26.408,1,3,0
15:50:26.439,7,4,1
15:50:26.439,0,5,0
15:50:26.439,3,4,0
15:50:26.439,6,3,0
15:50:26.439,3,0,0
15:50:26.439,0,-1,-1
15:50:26.439,-2,1,-2
15:50:26.439,2,4,2
15:50:26.439,-3,-2,1
15:50:26.439,1,2,0
15:50:26.439,4,-1,-1
15:50:26.439,-6,-1,0
15:50:26.439,1,3,1
15:50:26.439,3,1,-1
15:50:26.439,1,2,1
15:50:26.439,3,5,0
15:50:26.439,0,3,1
15:50:26.439,1,3,2
15:50:26.439,2,-1,1
15:50:26.439,-2,3,-1
15:50:26.439,-1,3,0
15:50:26.439,2,1,-1
15:50:26.439,4,4,-1
15:50:26.439,-1,2,1
15:50:26.439,3,2,0
15:50:26.439,1,2,0
15:50:26.439,-2,1,0
15:50:26.439,-2,3,-1
15:50:26.439,1,1,-1
15:50:26.439,-1,-1,-1
15:50:26.439,-2,4,-1
15:50:26.439,1,1,1
15:50:26.471,4,-2,-1
15:50:26.471,-4,1,-1
15:50:26.471,5,5,0
15:50:26.471,1,2,0
15:50:26.471,1,2,1
15:50:26.471,-4,5,2
15:50:26.471,3,6,1
15:50:26.471,-3,2,1
15:50:26.471,1,6,1
15:50:26.471,4,3,1
15:50:26.471,1,0,-1
15:50:26.471,-1,-1,0
15:50:26.471,0,2,0
15:50:26.471,-1,3,1
15:50:26.471,1,-3,1
15:50:26.471,-4,1,1
15:50:26.471,-2,-2,0
15:50:26.471,2,1,0
15:50:26.471,-2,3,0
15:50:26.471,0,2,-1
15:50:26.471,1,3,-1
15:50:26.471,5,-4,-1
15:50:26.471,1,2,-1
15:50:26.471,-3,4,1
15:50:26.471,5,3,2
15:50:26.471,-3,2,2
