Millis, X Accel, Y Accel, Z Accel
29,1.1834,-0.0074876,0.27031
30,1.1834,-0.0074876,0.25827
31,1.1714,0.0044926,0.25827
31,1.1834,-0.0074876,0.27031
32,1.1834,-0.0074876,0.27031
32,1.1714,0.0044926,0.27031
33,1.1714,0.0044926,0.27031
33,1.1834,0.028453,0.27031
34,1.1834,0.0044926,0.24622
34,1.1714,0.0044926,0.27031
35,1.1834,0.0044926,0.27031
35,1.1714,0.016473,0.28236
36,1.1714,0.0044926,0.25827
37,1.1714,0.0044926,0.28236
37,1.1714,0.0044926,0.25827
38,1.1593,0.0044926,0.27031
38,1.1714,-0.0074876,0.27031
39,1.1834,0.0044926,0.27031
39,1.1593,0.0044926,0.25827
40,1.1714,0.0044926,0.27031
40,1.1714,0.0044926,0.28236
41,1.1593,0.016473,0.27031
42,1.1593,0.0044926,0.28236
42,1.1834,-0.019468,0.27031
43,1.1473,0.0044926,0.28236
43,1.1593,-0.0074876,0.27031
44,1.1714,-0.0074876,0.28236
44,1.1714,0.0044926,0.27031
45,1.1714,0.028453,0.27031
45,1.1593,0.0044926,0.31851
46,1.1714,0.0044926,0.29441
47,1.1714,-0.0074876,0.28236
47,1.1714,0.0044926,0.27031
48,1.1593,0.0044926,0.29441
48,1.1593,0.0044926,0.28236
49,1.1593,-0.0074876,0.28236
49,1.1593,0.0044926,0.28236
50,1.1593,-0.0074876,0.28236
50,1.1593,-0.0074876,0.28236
51,1.1353,0.0044926,0.28236
52,1.1473,0.0044926,0.28236
52,1.1593,-0.0074876,0.29441
53,1.1593,0.0044926,0.28236
53,1.1834,0.0044926,0.29441
54,1.1473,0.0044926,0.28236
54,1.1593,0.0044926,0.28236
55,1.1473,0.0044926,0.28236
55,1.1593,0.0044926,0.28236
56,1.1473,0.0044926,0.28236
56,1.1473,0.016473,0.28236
57,1.1473,0.016473,0.28236
58,1.1593,0.0044926,0.28236
58,1.1473,0.0044926,0.28236
59,1.1473,0.016473,0.28236
59,1.1473,0.0044926,0.31851
60,1.1473,0.0044926,0.29441
60,1.1593,0.0044926,0.28236
61,1.1473,0.0044926,0.29441
61,1.1473,0.0044926,0.29441
62,1.1473,0.0044926,0.28236
63,1.1473,0.016473,0.27031
63,1.1593,-0.0074876,0.30646
64,1.1473,-0.0074876,0.28236
64,1.1593,0.016473,0.27031
65,1.1473,0.0044926,0.27031
65,1.1593,-0.0074876,0.28236
66,1.1473,0.0044926,0.29441
66,1.1473,-0.0074876,0.28236
67,1.1593,0.0044926,0.29441
68,1.1593,0.0044926,0.28236
68,1.1593,0.0044926,0.27031
69,1.1593,-0.0074876,0.28236
69,1.1593,-0.0074876,0.28236
70,1.1593,-0.0074876,0.28236
70,1.1473,-0.0074876,0.28236
71,1.1593,-0.0074876,0.27031
71,1.1593,0.0044926,0.27031
72,1.1593,-0.0074876,0.28236
73,1.1473,-0.019468,0.28236
73,1.1593,-0.0074876,0.27031
74,1.1473,-0.0074876,0.27031
74,1.1593,-0.0074876,0.27031
75,1.1714,-0.0074876,0.28236
75,1.1473,0.016473,0.28236
76,1.1714,-0.019468,0.28236
76,1.1714,0.0044926,0.28236
77,1.2195,0.0044926,0.27031
78,1.1714,-0.0074876,0.28236
78,1.1714,-0.0074876,0.27031
79,1.1593,0.0044926,0.28236
79,1.1714,-0.0074876,0.28236
80,1.1714,-0.0074876,0.28236
80,1.1593,0.0044926,0.25827
81,1.1714,-0.0074876,0.27031
81,1.1593,-0.0074876,0.28236
82,1.1714,-0.0074876,0.28236
82,1.1593,0.0044926,0.27031
83,1.1593,-0.0074876,0.27031
84,1.1714,-0.0074876,0.27031
84,1.1473,0.0044926,0.25827
85,1.1714,-0.019468,0.28236
85,1.1714,-0.0074876,0.28236
86,1.1593,0.0044926,0.27031
86,1.1593,-0.0074876,0.27031
87,1.1714,-0.0074876,0.27031
87,1.1714,0.016473,0.25827
88,1.1714,0.0044926,0.27031
89,1.1714,-0.0074876,0.28236
89,1.1714,-0.0074876,0.25827
90,1.1714,0.0044926,0.27031
90,1.1714,-0.0074876,0.28236
91,1.1834,-0.0074876,0.27031
91,1.1714,-0.0074876,0.27031
92,1.1714,-0.0074876,0.27031
92,1.1834,-0.0074876,0.25827
93,1.1834,-0.0074876,0.27031
94,1.1714,-0.0074876,0.27031
94,1.1593,0.0044926,0.27031
95,1.1714,-0.0074876,0.25827
95,1.1834,0.0044926,0.27031
96,1.1714,-0.0074876,0.27031
96,1.1714,0.0044926,0.27031
97,1.1714,0.0044926,0.27031
97,1.1834,0.0044926,0.27031
98,1.1714,0.0044926,0.25827
99,1.1834,0.0044926,0.27031
99,1.1714,0.0044926,0.25827
100,1.1714,0.0044926,0.25827
100,1.1714,0.0044926,0.27031
101,1.1714,0.0044926,0.27031
101,1.1834,-0.0074876,0.27031
102,1.1714,0.0044926,0.25827
102,1.1473,-0.0074876,0.25827
103,1.1834,-0.0074876,0.27031
104,1.1714,-0.0074876,0.27031
104,1.1714,0.0044926,0.27031
105,1.1714,0.0044926,0.25827
105,1.1714,0.0044926,0.27031
106,1.1834,-0.0074876,0.27031
106,1.1714,0.0044926,0.25827
107,1.1714,0.0044926,0.28236
107,1.1714,0.0044926,0.27031
108,1.1714,0.0044926,0.25827
108,1.1834,0.0044926,0.25827
109,1.1714,0.0044926,0.27031
110,1.1834,0.0044926,0.28236
110,1.1954,0.0044926,0.28236
111,1.1714,-0.0074876,0.27031
111,1.1714,-0.0074876,0.28236
112,1.1834,0.0044926,0.28236
112,1.1834,-0.0074876,0.27031
113,1.1714,0.0044926,0.28236
113,1.1714,0.0044926,0.28236
114,1.1834,0.0044926,0.28236
115,1.1834,-0.0074876,0.27031
115,1.1714,0.0044926,0.25827
116,1.1834,0.0044926,0.27031
116,1.1714,0.0044926,0.28236
117,1.1714,-0.0074876,0.27031
117,1.1714,0.0044926,0.27031
118,1.1593,0.016473,0.27031
118,1.1834,0.0044926,0.28236
119,1.1593,0.016473,0.28236
120,1.1593,0.016473,0.27031
120,1.1593,0.0044926,0.28236
121,1.1714,0.0044926,0.27031
121,1.1593,0.0044926,0.25827
122,1.1593,0.0044926,0.24622
122,1.1593,0.0044926,0.28236
123,1.1593,0.0044926,0.27031
123,1.1473,0.016473,0.28236
124,1.1473,0.016473,0.29441
125,1.1714,0.0044926,0.25827
125,1.1714,0.0044926,0.27031
126,1.1593,0.0044926,0.28236
126,1.1714,0.0044926,0.27031
127,1.1593,0.0044926,0.28236
127,1.1593,-0.0074876,0.28236
128,1.1473,-0.0074876,0.27031
128,1.1593,0.0044926,0.28236
129,1.1593,-0.019468,0.28236
129,1.1714,0.0044926,0.25827
130,1.1473,0.0044926,0.28236
131,1.1714,0.0044926,0.28236
131,1.1593,-0.0074876,0.27031
132,1.1593,0.0044926,0.27031
132,1.1593,0.0044926,0.28236
133,1.1593,0.0044926,0.28236
133,1.1593,0.0044926,0.28236
134,1.1714,0.016473,0.28236
134,1.1593,0.0044926,0.28236
135,1.1593,0.0044926,0.29441
136,1.1593,0.016473,0.28236
136,1.1473,0.0044926,0.28236
137,1.1473,0.0044926,0.29441
137,1.1473,0.0044926,0.27031
138,1.1353,0.0044926,0.28236
138,1.1473,0.0044926,0.28236
139,1.1473,0.0044926,0.29441
139,1.1593,0.0044926,0.29441
140,1.1593,0.0044926,0.28236
141,1.1593,0.0044926,0.28236
141,1.1353,0.0044926,0.28236
142,1.1353,0.0044926,0.28236
142,1.1473,-0.0074876,0.30646
143,1.1232,0.0044926,0.28236
143,1.1473,0.0044926,0.28236
144,1.1593,0.0044926,0.28236
144,1.1593,0.0044926,0.27031
145,1.1593,0.0044926,0.28236
146,1.1593,0.016473,0.28236
146,1.1593,-0.0074876,0.29441
147,1.1473,0.0044926,0.29441
147,1.1473,-0.0074876,0.29441
148,1.1593,-0.0074876,0.30646
148,1.1593,0.0044926,0.28236
149,1.1473,0.0044926,0.29441
149,1.1714,-0.0074876,0.29441
150,1.1593,0.0044926,0.27031
151,1.1473,0.0044926,0.28236
151,1.1714,-0.0074876,0.27031
152,1.1714,0.0044926,0.29441
152,1.1593,-0.0074876,0.27031
153,1.1593,-0.0074876,0.28236
153,1.1714,-0.0074876,0.29441
154,1.1593,-0.0074876,0.27031
154,1.1593,-0.0074876,0.28236
155,1.1593,-0.019468,0.28236
155,1.1714,0.0044926,0.28236
156,1.1714,0.0044926,0.27031
157,1.1714,-0.0074876,0.28236
157,1.1593,0.0044926,0.29441
158,1.1714,-0.0074876,0.28236
158,1.1714,0.0044926,0.27031
159,1.1593,-0.0074876,0.27031
159,1.1714,0.016473,0.27031
160,1.1593,-0.0074876,0.25827
160,1.1714,-0.0074876,0.27031
161,1.1714,0.0044926,0.27031
162,1.1593,0.0044926,0.27031
162,1.1714,-0.0074876,0.27031
163,1.1714,-0.0074876,0.25827
163,1.1473,-0.0074876,0.25827
164,1.1714,-0.0074876,0.27031
164,1.1714,-0.0074876,0.27031
165,1.1593,-0.0074876,0.27031
165,1.1834,0.0044926,0.28236
166,1.1593,-0.0074876,0.27031
167,1.1714,-0.0074876,0.27031
167,1.1834,0.0044926,0.25827
168,1.1714,-0.0074876,0.27031
168,1.1954,0.0044926,0.28236
169,1.1714,0.0044926,0.29441
169,1.1834,-0.0074876,0.27031
170,1.1714,-0.0074876,0.25827
170,1.1834,-0.0074876,0.27031
171,1.1834,0.0044926,0.27031
172,1.1834,-0.0074876,0.28236
172,1.1834,0.0044926,0.27031
173,1.1834,-0.0074876,0.27031
173,1.1834,-0.0074876,0.27031
174,1.1834,-0.019468,0.25827
174,1.1834,-0.0074876,0.25827
175,1.1714,-0.0074876,0.27031
175,1.1834,-0.0074876,0.25827
176,1.1714,0.0044926,0.25827
176,1.1714,-0.0074876,0.27031
177,1.1834,-0.019468,0.22212
178,1.1954,-0.0074876,0.25827
178,1.1714,-0.0074876,0.25827
179,1.1834,-0.0074876,0.27031
179,1.1714,0.0044926,0.27031
180,1.1834,-0.0074876,0.27031
180,1.1593,-0.0074876,0.24622
181,1.1714,0.0044926,0.23417
181,1.1593,0.0044926,0.25827
182,1.1714,0.0044926,0.25827
183,1.1714,0.0044926,0.27031
183,1.1714,0.028453,0.25827
184,1.1834,-0.0074876,0.25827
184,1.1714,-0.0074876,0.25827
185,1.1954,-0.0074876,0.25827
185,1.1714,-0.0074876,0.25827
186,1.1714,-0.019468,0.27031
186,1.1714,-0.0074876,0.27031
187,1.1834,-0.0074876,0.27031
188,1.1714,0.0044926,0.25827
188,1.1714,0.0044926,0.27031
189,1.1714,-0.0074876,0.27031
189,1.1834,0.0044926,0.27031
190,1.1714,0.0044926,0.27031
190,1.1834,0.0044926,0.28236
191,1.1714,-0.0074876,0.25827
191,1.1714,0.0044926,0.25827
192,1.1714,-0.0074876,0.25827
193,1.1714,0.0044926,0.25827
193,1.1714,-0.0074876,0.25827
194,1.1714,0.016473,0.25827
194,1.1714,-0.0074876,0.29441
195,1.1714,-0.0074876,0.25827
195,1.1593,-0.019468,0.29441
196,1.1714,-0.0074876,0.27031
196,1.1593,-0.0074876,0.27031
197,1.1593,0.0044926,0.28236
198,1.1593,0.0044926,0.28236
198,1.1593,-0.0074876,0.29441
199,1.1714,0.016473,0.27031
199,1.1714,0.0044926,0.28236
200,1.1714,-0.0074876,0.27031
200,1.1593,0.0044926,0.27031
201,1.1714,0.016473,0.29441
201,1.1714,0.0044926,0.29441
202,1.1473,0.0044926,0.28236
202,1.1593,0.0044926,0.25827
203,1.1593,-0.0074876,0.28236
204,1.1714,0.0044926,0.29441
204,1.1473,0.0044926,0.27031
205,1.1593,-0.0074876,0.28236
205,1.1593,0.0044926,0.30646
206,1.1593,0.0044926,0.28236
206,1.1593,-0.0074876,0.29441
207,1.1714,-0.0074876,0.29441
207,1.1714,-0.0074876,0.27031
208,1.1593,0.0044926,0.28236
209,1.1593,0.0044926,0.29441
209,1.1593,0.0044926,0.28236
210,1.1593,0.0044926,0.28236
210,1.0992,0.0044926,0.29441
211,1.1593,0.0044926,0.28236
211,1.1714,0.016473,0.29441
212,1.1593,0.0044926,0.28236
212,1.1593,0.0044926,0.29441
213,1.1593,-0.0074876,0.30646
214,1.1593,-0.0074876,0.28236
214,1.1714,-0.0074876,0.28236
215,1.1473,0.0044926,0.29441
215,1.1593,0.0044926,0.29441
216,1.1473,0.016473,0.28236
216,1.1353,0.0044926,0.29441
217,1.1473,0.0044926,0.29441
217,1.1593,-0.0074876,0.28236
218,1.1473,0.0044926,0.27031
219,1.1593,-0.0074876,0.28236
219,1.1473,0.0044926,0.28236
220,1.1593,0.0044926,0.29441
220,1.1593,0.0044926,0.25827
221,1.1473,0.016473,0.29441
221,1.1473,0.0044926,0.29441
222,1.1593,0.0044926,0.28236
222,1.1473,0.0044926,0.29441
223,1.1593,0.0044926,0.30646
224,1.1473,0.0044926,0.28236
224,1.1473,-0.0074876,0.28236
225,1.1714,0.0044926,0.28236
225,1.1353,0.0044926,0.29441
226,1.1593,0.0044926,0.28236
226,1.1593,0.0044926,0.29441
227,1.1593,0.0044926,0.28236
227,1.1593,-0.0074876,0.29441
228,1.1593,0.0044926,0.28236
228,1.1593,0.0044926,0.28236
229,1.1593,0.0044926,0.29441
230,1.1593,0.028453,0.27031
230,1.1473,-0.0074876,0.28236
231,1.1593,-0.0074876,0.28236
231,1.1714,0.0044926,0.28236
232,1.1714,0.0044926,0.25827
232,1.1593,-0.0074876,0.28236
233,1.1593,-0.0074876,0.27031
233,1.2797,-0.0074876,0.27031
234,1.1714,-0.0074876,0.27031
235,1.1593,-0.0074876,0.27031
235,1.1714,0.0044926,0.27031
236,1.1593,-0.0074876,0.28236
236,1.1714,-0.0074876,0.28236
237,1.1714,-0.0074876,0.28236
237,1.1714,-0.019468,0.28236
238,1.1714,-0.0074876,0.27031
238,1.1714,-0.0074876,0.27031
239,1.1714,0.0044926,0.28236
240,1.1714,-0.0074876,0.27031
240,1.1714,-0.0074876,0.27031
241,1.1714,-0.0074876,0.27031
241,1.1593,0.0044926,0.27031
242,1.1714,-0.0074876,0.27031
242,1.1714,0.0044926,0.25827
243,1.1593,0.0044926,0.28236
243,1.1714,-0.0074876,0.27031
244,1.1714,-0.0074876,0.27031
245,1.1714,-0.0074876,0.27031
245,1.1593,0.0044926,0.27031
246,1.1834,-0.0074876,0.27031
246,1.1834,0.0044926,0.28236
247,1.1834,-0.0074876,0.27031
247,1.1714,-0.0074876,0.27031
248,1.1714,0.0044926,0.24622
248,1.1593,-0.0074876,0.25827
249,1.1834,0.0044926,0.25827
249,1.1714,-0.0074876,0.25827
250,1.1714,-0.0074876,0.27031
251,1.1834,0.0044926,0.28236
251,1.1714,-0.019468,0.25827
252,1.1714,-0.0074876,0.27031
252,1.1834,0.0044926,0.25827
253,1.1714,-0.0074876,0.27031
253,1.1593,-0.0074876,0.25827
254,1.1834,-0.0074876,0.25827
254,1.1714,-0.0074876,0.25827
255,1.1714,0.0044926,0.28236
256,1.1714,-0.0074876,0.27031
256,1.1714,-0.0074876,0.27031
257,1.1593,-0.0074876,0.25827
257,1.1834,0.0044926,0.25827
258,1.1834,-0.019468,0.25827
258,1.1714,-0.0074876,0.25827
259,1.1714,0.0044926,0.25827
259,1.1714,-0.0074876,0.25827
260,1.1834,-0.0074876,0.25827
261,1.1714,-0.0074876,0.25827
261,1.1834,-0.0074876,0.27031
262,1.1834,-0.0074876,0.25827
262,1.1714,0.0044926,0.27031
263,1.1834,-0.0074876,0.27031
263,1.1714,0.0044926,0.31851
264,1.1714,-0.019468,0.25827
264,1.1714,-0.0074876,0.28236
265,1.1834,-0.0074876,0.25827
266,1.1834,-0.0074876,0.25827
266,1.1714,-0.019468,0.27031
267,1.1834,-0.0074876,0.27031
267,1.1714,-0.0074876,0.28236
268,1.1834,-0.0074876,0.27031
268,1.1834,-0.0074876,0.25827
269,1.1714,-0.0074876,0.27031
269,1.1714,-0.0074876,0.27031
270,1.1714,0.0044926,0.25827
271,1.1714,-0.0074876,0.25827
271,1.1714,-0.0074876,0.25827
272,1.1714,-0.0074876,0.24622
272,1.1714,0.0044926,0.25827
273,1.1834,-0.0074876,0.27031
273,1.1593,0.0044926,0.22212
274,1.1954,0.0044926,0.25827
274,1.1714,0.0044926,0.27031
275,1.1593,-0.0074876,0.27031
275,1.1593,0.016473,0.27031
276,1.1353,-0.0074876,0.27031
277,1.1714,0.0044926,0.30646
277,1.1473,0.0044926,0.25827
278,1.1473,0.0044926,0.28236
278,1.1714,0.0044926,0.28236
279,1.1714,0.016473,0.25827
279,1.1593,0.0044926,0.27031
280,1.1593,0.0044926,0.27031
280,1.1714,-0.0074876,0.27031
281,1.1714,0.0044926,0.27031
282,1.1714,-0.0074876,0.28236
282,1.1714,-0.0074876,0.28236
283,1.1593,0.0044926,0.27031
283,1.1473,-0.0074876,0.30646
284,1.1473,-0.0074876,0.29441
284,1.1714,-0.0074876,0.28236
285,1.1714,0.0044926,0.27031
285,1.1593,-0.0074876,0.28236
286,1.1714,-0.0074876,0.27031
287,1.1593,0.0044926,0.28236
287,1.1473,0.0044926,0.28236
288,1.1593,-0.0074876,0.28236
288,1.1593,0.0044926,0.28236
289,1.1593,0.0044926,0.27031
289,1.1714,0.016473,0.28236
290,1.1593,-0.0074876,0.29441
290,1.1473,0.0044926,0.28236
291,1.1593,0.0044926,0.29441
292,1.1593,0.0044926,0.27031
292,1.1473,-0.0074876,0.28236
293,1.1714,-0.0074876,0.29441
293,1.1593,0.0044926,0.28236
294,1.1473,0.052414,0.29441
294,1.1593,0.0044926,0.28236
295,1.1593,0.0044926,0.28236
295,1.1593,0.016473,0.28236
296,1.1473,0.0044926,0.28236
296,1.1593,0.0044926,0.29441
297,1.1593,0.0044926,0.29441
298,1.1473,0.0044926,0.29441
298,1.1593,-0.0074876,0.29441
299,1.1473,-0.0074876,0.29441
299,1.1473,0.0044926,0.29441
300,1.1473,0.0044926,0.28236
300,1.1593,0.0044926,0.28236
301,1.1593,0.0044926,0.28236
301,1.1593,0.0044926,0.28236
302,1.1593,0.0044926,0.29441
303,1.1473,0.0044926,0.28236
303,1.1714,0.0044926,0.28236
304,1.1593,0.0044926,0.27031
304,1.1593,0.0044926,0.28236
305,1.1714,-0.0074876,0.28236
305,1.1593,0.016473,0.27031
306,1.1593,0.0044926,0.28236
306,1.1593,0.0044926,0.28236
307,1.1834,0.0044926,0.27031
308,1.1593,0.0044926,0.27031
308,1.1353,0.0044926,0.25827
309,1.1714,0.016473,0.28236
309,1.1593,-0.0074876,0.27031
310,1.1714,0.016473,0.28236
310,1.1593,0.0044926,0.27031
311,1.1473,0.0044926,0.28236
311,1.1593,0.0044926,0.28236
312,1.1834,-0.0074876,0.28236
313,1.1714,-0.0074876,0.27031
313,1.1593,0.0044926,0.27031
314,1.1473,-0.0074876,0.27031
314,1.1593,0.016473,0.28236
315,1.1593,-0.0074876,0.28236
315,1.1593,0.0044926,0.27031
316,1.1593,-0.0074876,0.28236
316,1.1593,-0.0074876,0.27031
317,1.1593,-0.0074876,0.25827
318,1.1593,0.0044926,0.30646
318,1.1714,-0.0074876,0.28236
319,1.1714,0.0044926,0.28236
319,1.1714,0.0044926,0.27031
320,1.1714,0.0044926,0.27031
320,1.1714,-0.019468,0.27031
321,1.1714,-0.0074876,0.25827
321,1.1714,-0.0074876,0.27031
322,1.1593,0.0044926,0.28236
322,1.1714,-0.0074876,0.25827
323,1.1593,0.0044926,0.25827
324,1.1714,0.0044926,0.25827
324,1.1714,-0.0074876,0.28236
325,1.1714,0.0044926,0.27031
325,1.1593,0.0044926,0.30646
326,1.1593,-0.0074876,0.27031
326,1.1834,0.0044926,0.28236
327,1.1593,-0.0074876,0.25827
327,1.1353,0.0044926,0.27031
328,1.1714,-0.0074876,0.27031
329,1.1714,0.0044926,0.27031
329,1.1473,0.0044926,0.25827
330,1.1714,-0.0074876,0.28236
330,1.1714,-0.0074876,0.28236
331,1.1834,0.0044926,0.23417
331,1.1353,-0.0074876,0.27031
332,1.1834,-0.0074876,0.29441
332,1.1834,0.0044926,0.27031
333,1.1593,-0.0074876,0.25827
334,1.1714,-0.0074876,0.25827
334,1.1834,-0.0074876,0.25827
335,1.1834,-0.0074876,0.28236
335,1.1714,-0.0074876,0.25827
336,1.1714,-0.0074876,0.27031
336,1.1714,-0.0074876,0.27031
337,1.1714,-0.0074876,0.27031
337,1.1593,-0.0074876,0.27031
338,1.1714,-0.0074876,0.27031
339,1.1714,-0.0074876,0.27031
339,1.1834,-0.0074876,0.27031
340,1.1714,-0.0074876,0.27031
340,1.1714,-0.0074876,0.27031
341,1.1473,-0.0074876,0.27031
341,1.1834,0.0044926,0.27031
342,1.1834,-0.0074876,0.27031
342,1.1834,0.0044926,0.27031
343,1.1714,0.0044926,0.27031
344,1.1593,-0.0074876,0.28236
344,1.1834,-0.019468,0.27031
345,1.1714,0.0044926,0.27031
345,1.1593,-0.0074876,0.27031
346,1.1714,0.0044926,0.28236
346,1.1714,0.0044926,0.25827
347,1.1593,-0.0074876,0.27031
347,1.1714,-0.0074876,0.28236
348,1.1834,-0.0074876,0.27031
348,1.1714,0.016473,0.27031
349,1.1834,0.0044926,0.27031
350,1.1714,-0.0074876,0.27031
350,1.1714,0.0044926,0.27031
351,1.1714,0.0044926,0.27031
351,1.1714,-0.0074876,0.27031
352,1.1593,0.0044926,0.27031
352,1.1834,-0.0074876,0.28236
353,1.1834,0.028453,0.27031
353,1.1593,0.0044926,0.25827
354,1.1714,0.016473,0.25827
355,1.1714,-0.0074876,0.25827
355,1.1834,-0.0074876,0.28236
356,1.1714,-0.0074876,0.27031
356,1.1714,0.0044926,0.27031
357,1.1714,0.0044926,0.27031
357,1.1714,-0.0074876,0.27031
358,1.1714,-0.0074876,0.25827
358,1.1714,-0.0074876,0.28236
359,1.1714,0.028453,0.27031
360,1.1714,-0.0074876,0.27031
360,1.1593,0.0044926,0.28236
361,1.1593,0.0044926,0.27031
361,1.1714,-0.0074876,0.28236
362,1.1714,0.0044926,0.29441
362,1.1593,0.0044926,0.25827
363,1.1714,0.0044926,0.27031
363,1.1593,0.0044926,0.24622
364,1.1593,0.0044926,0.27031
365,1.1714,0.0044926,0.28236
365,1.1714,-0.019468,0.27031
366,1.1714,-0.0074876,0.27031
366,1.1714,-0.0074876,0.31851
367,1.1714,0.0044926,0.28236
367,1.1473,0.0044926,0.27031
368,1.1593,-0.0074876,0.28236
368,1.1714,0.0044926,0.27031
369,1.1593,0.0044926,0.27031
369,1.1593,0.0044926,0.29441
370,1.1714,-0.0074876,0.28236
371,1.1353,0.0044926,0.29441
371,1.1593,0.0044926,0.27031
372,1.1473,0.0044926,0.28236
372,1.1593,0.0044926,0.28236
373,1.1593,-0.0074876,0.27031
373,1.1593,-0.0074876,0.24622
374,1.1714,0.0044926,0.27031
374,1.1473,-0.0074876,0.29441
375,1.1593,-0.019468,0.25827
376,1.1593,0.0044926,0.25827
376,1.1593,0.0044926,0.28236
377,1.1473,0.016473,0.28236
377,1.1353,0.0044926,0.29441
378,1.1593,0.0044926,0.28236
378,1.1473,-0.0074876,0.28236
379,1.1473,0.016473,0.27031
379,1.1593,0.0044926,0.28236
380,1.1593,-0.0074876,0.28236
381,1.1593,-0.0074876,0.25827
381,1.1353,-0.0074876,0.27031
382,1.1593,0.0044926,0.28236
382,1.1714,0.0044926,0.28236
383,1.1593,0.0044926,0.28236
383,1.1834,-0.0074876,0.28236
384,1.1473,0.016473,0.27031
384,1.1593,0.016473,0.28236
385,1.1714,-0.0074876,0.28236
386,1.1714,-0.0074876,0.23417
386,1.1473,0.0044926,0.28236
387,1.1593,-0.0074876,0.28236
387,1.1714,0.0044926,0.24622
388,1.1593,0.0044926,0.27031
388,1.1593,0.0044926,0.28236
389,1.1593,0.040433,0.27031
389,1.1593,0.0044926,0.27031
390,1.1714,0.0044926,0.29441
391,1.1714,0.0044926,0.28236
391,1.1593,0.0044926,0.29441
392,1.1593,0.0044926,0.27031
392,1.1593,0.0044926,0.29441
393,1.1593,0.0044926,0.27031
393,1.1593,-0.0074876,0.23417
394,1.1593,0.0044926,0.27031
394,1.1834,-0.0074876,0.28236
395,1.1714,0.0044926,0.27031
395,1.1593,0.0044926,0.24622
396,1.1593,-0.0074876,0.28236
397,1.1714,-0.019468,0.27031
397,1.1714,0.0044926,0.28236
398,1.1473,0.0044926,0.27031
398,1.1593,-0.0074876,0.27031
399,1.1714,-0.0074876,0.29441
399,1.1473,0.0044926,0.28236
400,1.1593,-0.0074876,0.28236
400,1.1714,-0.0074876,0.27031
401,1.1714,0.0044926,0.28236
402,1.1353,-0.0074876,0.27031
402,1.1714,0.0044926,0.27031
403,1.1714,-0.0074876,0.30646
403,1.1714,0.0044926,0.25827
404,1.1714,0.0044926,0.27031
404,1.1834,0.0044926,0.27031
405,1.1714,0.0044926,0.28236
405,1.1593,-0.0074876,0.25827
406,1.1593,0.0044926,0.27031
407,1.1473,-0.0074876,0.28236
407,1.1714,0.0044926,0.27031
408,1.1593,0.0044926,0.27031
408,1.1593,-0.031448,0.27031
409,1.1714,-0.0074876,0.27031
409,1.1834,0.0044926,0.25827
410,1.1714,-0.0074876,0.27031
410,1.1834,-0.0074876,0.27031
411,1.1714,-0.0074876,0.28236
412,1.1714,0.0044926,0.25827
412,1.1593,-0.0074876,0.27031
413,1.1834,-0.0074876,0.28236
413,1.1714,-0.0074876,0.27031
414,1.1714,0.0044926,0.27031
414,1.1714,0.0044926,0.28236
415,1.1714,0.0044926,0.28236
415,1.1714,-0.0074876,0.25827
416,1.1593,0.0044926,0.27031
416,1.1593,-0.0074876,0.27031
417,1.1593,-0.0074876,0.27031
418,1.1593,-0.0074876,0.27031
418,1.1714,0.0044926,0.27031
419,1.1593,-0.0074876,0.28236
